Territorial emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995,1.4173,2.0891,95.9057,0.42502,12.6167,0.05496,0.27114,125.4155,3.3627,0.71082,304.9623,64.063,33.3093,1.8393,14.7439,21.0564,1.0228,61.0145,125.9693,0.37739,0.95627,0.53128,0.24897,9.0286,0.086167,3.4056,3.0448,268.6775,0.087936,5.8845,57.9166,0.66075,0.23816,1.4986,5.3747,491.3054,0.19786,,0.20885,0.42741,41.5627,3351.1974,59.3499,0.076944,3.2247,0.043968,4.7886,16.8145,22.8683,4.6207,5.8658,131.6238,6.2253,3.0962,61.6534,0.31144,0.080608,15.0901,23.5336,97.9682,4.9858,1.2234,0.78981,18.0535,2.506,0.57158,,0.7367,58.122,386.9588,,0.52395,5.2204,0.21618,2.2657,939.9336,4.624,,86.9624,0.5338,0.15022,,7.085,1.1212,0.10259,1.5645,0.8757,3.8362,31.2706,61.4641,2.4689,760.4802,222.2253,270.8753,79.8413,35.8534,49.8655,448.5958,9.1734,1235.8731,13.4512,168.468,7.5153,0.029312,,56.2629,4.5069,0.67088,9.1339,12.2547,1.7074,0.41607,54.5957,0.2042,15.0573,9.1345,1.1248,1.1924,0.90309,109.5952,0.24915,0.5952,2.4521,0.087936,,1.0149,1.8283,330.9053,0.17587,11.4054,7.8371,1.4957,0.032976,28.7503,1.131,6.8926,1.6195,0.10626,2.3089,173.4824,2.0667,27.9894,2.7505,0.55804,84.2304,0.003664,76.0855,7.9252,38.469,0.94531,18.8163,83.6144,0.19419,3.6083,2.0518,3.9251,25.1431,59.2199,362.4829,54.5029,33.1701,0.34423,125.6754,1618.2862,0.4511,,0.010992,0.12458,0.2748,0.069616,0.12824,0.10992,0.047632,274.6045,2.9904,39.047,0.19786,0.2235,40.5458,44.1942,15.357,0.19053,0.58543,361.7119,383.6655,265.0686,5.7171,3.9625,2.0614,1.0589,59.4873,43.4137,46.3919,170.064,2.4348,2.4339,153.65,,1.1747,0.095264,14.7247,16.6231,184.6747,34.5692,0.07328,0.003664,0.92548,390.1735,72.8738,566.159,5425.8373,4.5653,104.8041,0.065952,124.8304,30.0885,0.021984,,11.1379,2.1423,15.0174
1996,1.3701,2.0175,99.5595,0.45434,15.249,0.058624,0.28579,131.4455,2.5003,0.72181,311.8509,67.4103,31.2423,1.8137,15.9421,21.5075,1.0497,61.8436,129.5033,0.30778,1.1838,0.52762,0.29827,10.0273,0.080604,4.2395,2.7553,289.3109,0.098928,5.9625,58.4604,0.72668,0.24182,1.5169,5.9747,507.7752,0.21984,,0.21251,0.44322,48.2263,3499.3106,59.6282,0.076944,4.0374,0.051296,4.6734,17.3384,23.3037,4.3224,6.2157,135.0192,7.526,3.4726,74.8997,0.30411,0.07328,16.4585,25.3372,97.0423,4.3997,1.3592,0.86184,19.0329,2.7942,0.59723,,0.79245,64.04,403.3519,,0.52395,5.8856,0.21984,4.0457,959.6901,4.8585,,89.1141,0.5965,0.15389,,6.5398,1.1835,0.098928,1.6561,1.0186,3.8755,28.9085,63.0831,2.523,823.6022,252.8557,276.6203,74.823,37.4695,51.9358,442.8429,9.6876,1248.69,14.0736,154.7157,9.2831,0.032976,,51.7682,5.6519,0.75338,9.2117,12.7528,1.7367,0.42746,53.9519,0.20596,15.74,9.1857,1.3007,1.249,0.91953,110.1085,0.28946,0.64608,2.534,0.0916,,1.0626,1.9492,341.5437,0.1832,11.6871,7.9354,1.7496,0.03664,29.5245,1.0918,7.188,1.7184,0.10259,2.3528,182.5426,2.1839,29.2878,2.8416,0.63886,97.7675,0.003664,66.2915,9.4165,41.54,1.0369,18.1972,93.5425,0.19786,4.3966,2.1974,3.7063,24.7171,60.4367,377.1186,51.7995,34.4725,0.35515,129.1171,1586.6327,0.46404,,0.010992,0.1319,0.29312,0.069616,0.1319,0.12458,0.047632,269.4984,3.2428,45.6956,0.2345,0.23083,48.0129,44.0755,16.0026,0.19786,0.57525,363.7323,420.9961,252.5619,6.8627,4.096,2.0833,0.78776,63.349,44.1068,47.4457,178.059,2.8237,2.5267,173.5658,,1.2652,0.076944,18.4487,17.211,203.0979,31.6542,0.07328,0.003664,1.0181,351.8342,75.8361,586.7607,5601.094,5.4136,108.1889,0.07328,118.3468,35.4815,0.021984,,11.3752,1.838,14.8942
1997,1.3042,1.543,87.5169,0.46533,15.8842,0.058624,0.30778,136.617,3.2528,0.75845,320.2425,67.3049,29.8429,1.6085,17.2208,23.1441,1.1557,61.6975,124.0174,0.38838,1.224,0.52395,0.39011,11.7329,0.084353,8.3658,2.7993,306.9491,0.10259,6.1788,55.8062,0.7637,0.24915,1.4656,5.3788,522.0186,0.22717,,0.21618,0.4531,55.942,3512.3498,65.0956,0.080608,4.8306,0.051296,4.9,18.5692,24.8237,4.5234,6.3024,130.942,7.2112,3.0894,65.4378,0.33342,0.080608,17.2342,19.4614,110.9341,5.3982,1.9748,0.76816,18.6732,2.9802,0.58624,,0.76428,62.703,396.0231,,0.54227,5.5269,0.2235,4.412,931.5081,5.5143,,93.8011,0.6173,0.16854,,7.4604,1.2384,0.11725,1.8064,1.3484,4.0103,30.497,61.676,2.6184,857.9757,279.6956,269.2629,76.2963,38.8049,54.8657,448.571,10.0682,1240.9803,14.3081,147.2931,8.2267,0.029312,,56.7649,5.5607,0.79241,8.6799,15.0987,1.7697,0.44619,51.779,0.21837,15.1628,8.548,1.3667,1.5352,0.91822,118.4713,0.32976,0.723,2.5563,0.0916,,1.0772,1.9969,362.4659,0.19419,7.3013,7.6151,1.8812,0.032976,29.9776,1.1702,7.4196,1.8137,0.10259,2.6411,175.4662,1.8175,31.2614,3.108,0.64786,95.6489,0.003664,63.6788,8.4455,41.644,0.8647,18.1445,93.7882,0.19786,4.5723,2.6111,4.0916,27.7472,69.1471,367.1991,54.6694,42.2322,0.43479,118.1146,1481.9635,0.48253,,0.010992,0.13923,0.29312,0.047632,0.1319,0.12458,0.047632,227.1486,3.1824,49.0979,0.27114,0.20518,56.737,44.1471,16.5125,0.20518,0.53494,385.2154,444.9676,264.8994,7.401,5.0227,2.1051,1.1395,58.3553,43.0463,49.6052,190.782,2.1504,2.8244,181.2027,,0.87899,0.095264,18.9,17.8096,215.5115,31.1961,0.084272,0.007328,1.0619,340.586,73.2975,562.7081,5673.144,5.5224,109.029,0.076944,129.7546,45.5021,0.021984,,12.2603,2.3541,13.901
1998,1.2785,1.7547,105.7401,0.49098,16.5133,0.065952,0.32243,139.5053,3.4191,0.80608,334.0378,66.9369,31.7849,1.9896,18.276,23.2161,1.2277,60.184,130.2558,0.37006,1.1139,0.52029,0.38518,11.264,0.0046561,10.5506,3.3416,317.3594,0.10259,5.5953,53.1138,0.84795,0.24915,1.876,5.3732,529.6148,0.24182,,0.21984,0.46384,57.2584,3355.336,65.5596,0.087936,3.8693,0.051296,5.2138,19.04,24.3085,0.24968,6.5968,125.7168,6.7482,2.7333,61.2383,0.38838,0.076944,17.7563,23.1167,124.2563,5.7112,2.295,0.58617,16.9331,3.1474,0.62288,,0.7433,59.358,414.357,,0.53494,6.4529,0.24182,4.8635,923.4986,5.5839,,98.6214,0.5965,0.17587,,8.6203,1.3117,0.087936,1.8283,1.2348,4.8106,38.925,61.2554,2.6383,875.7834,244.3153,305.6416,80.9839,40.7084,56.0098,460.8244,9.694,1201.3344,14.4474,145.6219,9.9985,0.029312,,52.9104,5.901,0.82007,8.306,16.2865,1.8027,0.47305,51.6526,0.22923,15.9971,7.6568,1.4436,1.6191,0.90175,109.7817,0.30045,0.93066,2.5249,0.0916,,1.0736,2.1691,381.1018,0.20518,6.4438,7.6215,1.9801,0.029312,30.8812,1.1119,8.0462,1.865,0.098928,2.2233,176.3962,1.81,29.8373,3.3857,0.69617,86.3382,0.007328,58.7493,9.6472,41.838,1.4583,18.5431,96.7407,0.20152,5.8351,3.5362,4.3737,28.0658,67.3787,338.98,59.2109,36.96,0.37698,104.7834,1465.8587,0.48152,,0.010992,0.15022,0.32243,0.05496,0.16122,0.13923,0.047632,218.915,3.3336,51.6908,0.28946,0.21984,47.4122,43.8775,16.0446,0.21251,0.50563,377.2735,378.0378,273.6498,7.6213,4.3724,2.1051,1.1615,58.7672,44.6225,53.4963,200.546,2.4966,2.4809,159.704,0.060535,1.29,0.0916,19.8923,18.2921,215.5858,33.4455,0.087936,0.007328,1.2088,328.878,80.6245,568.5437,5736.3601,5.651,120.9761,0.076944,134.9932,47.8664,0.021984,,12.9309,2.2785,14.1275
1999,1.0916,2.9862,90.6129,0.51296,17.2613,0.069616,0.34442,148.3446,3.0402,0.80974,343.8762,65.6677,28.8216,2.0335,18.254,25.0933,1.3017,58.0758,124.7186,0.34808,1.4619,0.51296,0.38587,10.9503,0.03489,10.3333,3.1584,327.2557,0.11358,5.9781,46.3713,1.0402,0.25282,1.8943,5.2194,543.8595,0.28579,,0.23083,0.47358,61.408,3549.9491,55.2859,0.095264,3.9156,0.051296,5.4154,20.0822,24.4892,1.871,6.8634,116.6689,6.0954,2.1994,58.6528,0.38838,0.080608,17.7749,21.9968,126.9872,5.5669,2.5106,0.61545,15.9295,3.0943,0.63387,,0.75647,58.874,413.0702,,0.59357,6.014,0.2748,4.2458,895.4421,5.6132,,97.9344,0.5941,0.19053,,8.8739,1.385,0.098928,1.8357,1.2714,4.7046,42.549,61.5752,2.8409,961.1938,291.7707,374.4523,82.4162,42.4403,54.756,465.5078,9.9582,1238.121,14.4673,118.7616,10.0205,0.029312,,55.0852,4.6424,0.84568,7.7179,16.4297,1.8247,0.37614,50.2599,0.22656,13.4496,8.1193,1.4253,1.7664,0.89326,103.9865,0.42136,0.97096,2.5729,0.0916,,1.0955,2.4256,386.0364,0.19053,4.6845,7.4876,1.3655,0.03664,31.9893,1.1683,8.9336,1.7404,0.0916,3.1911,171.053,2.0555,31.4426,3.5901,0.68164,84.8377,0.007328,64.1435,8.7827,42.609,1.3667,22.0761,99.3893,0.20152,5.552,2.5485,4.3624,29.5624,67.295,329.2043,66.8782,36.3246,0.40883,88.8986,1494.0878,0.50241,,0.010992,0.15755,0.33709,0.05496,0.16488,0.13923,0.047632,237.7164,3.6036,35.6515,0.30411,0.17587,49.2002,43.0884,15.4186,0.21984,0.48731,374.869,410.5188,297.0249,8.3814,4.7534,2.1233,1.2421,55.9366,44.4465,55.5341,208.023,2.5189,2.4588,167.2347,0.15297,1.8504,0.10992,22.5804,18.7092,211.2381,39.7969,0.098928,0.007328,1.2547,298.6356,77.8441,561.6496,5800.2814,6.6893,123.5877,0.080608,143.1259,48.5483,0.021984,,14.7963,1.7776,15.7241
2000,1.0471,3.0249,84.5525,0.52395,15.9951,0.080608,0.35541,143.3548,3.4914,2.3779,349.8977,66.204,29.7653,2.0262,19.1994,26.5393,1.3091,55.0145,126.7757,0.39571,1.4729,0.51662,0.39687,8.4423,0.092577,13.7021,3.7776,340.1828,0.11725,5.8862,45.4993,0.93078,0.27114,1.9969,5.5886,566.6799,0.29678,,0.12458,0.48751,58.5026,3643.8095,56.2129,0.10259,4.2843,0.051296,5.3672,19.6527,25.2992,4.9644,7.1069,127.2335,6.6301,1.7047,54.3066,0.3664,0.10259,18.937,20.9492,142.8369,5.6477,2.6993,0.60443,15.471,3.4629,0.68883,,0.81485,57.017,407.4446,,0.68517,6.1282,0.2748,4.4974,898.9758,5.3128,,102.9728,0.6672,0.18686,,9.742,1.4436,0.051296,1.7477,1.6341,5.0315,39.7654,58.2444,2.9327,987.0651,281.0544,367.2133,83.7217,45.2495,59.5194,469.5983,10.314,1260.203,15.4009,142.197,10.3849,0.03664,4.8072,54.9799,4.5753,0.9604,7.0816,15.4663,1.8503,0.40243,53.2385,0.21686,11.843,8.7023,1.5279,1.9552,0.85398,122.8814,0.45067,1.0662,2.4682,0.098928,,1.1139,2.6894,391.4353,0.17954,3.573,7.4319,1.5155,0.025648,33.199,1.3219,10.2194,1.7184,0.087936,3.0374,172.1539,2.224,32.2211,3.7097,0.6835,96.831,0.007328,69.165,8.4676,42.131,1.6598,23.9844,103.9397,0.20885,5.6358,2.9379,3.5925,28.6775,71.4667,317.3062,65.5036,40.4065,0.44452,93.2063,1480.5764,0.51513,,0.010992,0.17221,0.34075,0.05496,0.1429,0.1429,0.051296,309.6391,3.9021,39.6065,0.31877,0.27114,37.3687,41.187,15.0598,0.22717,0.5093,378.3325,439.9807,309.2595,9.9904,5.2916,2.1928,1.2055,54.8924,43.6205,54.5268,226.934,2.2365,2.5718,167.3522,0.21986,1.3314,0.098928,24.35,19.436,232.934,39.3615,0.10626,0.007328,1.3609,285.6635,112.2768,569.0337,6023.1576,5.277,123.4785,0.084272,142.9023,53.9355,0.021984,,15.8317,1.7841,13.8145
2001,1.0691,3.2207,86.0192,0.52395,15.9085,0.084272,0.37373,135.004,3.5327,2.4072,357.6678,70.1907,28.4155,1.9456,19.6793,31.0642,1.3075,54.1047,126.085,0.44701,1.6891,0.52762,0.46354,8.7523,0.09427,13.2627,3.8472,346.1657,0.12824,5.758,49.0196,1.0644,0.20518,2.235,5.5624,558.9806,0.34808,,0.1429,0.50559,52.9184,3724.1142,56.4651,0.10626,4.1778,0.05496,5.6379,20.7759,24.6809,5.0552,6.9797,127.1652,7.6533,1.6475,55.8967,0.3664,0.10992,19.0827,23.436,126.372,5.8294,3.091,0.63734,15.8699,4.2646,0.76211,,1.0039,62.52,411.5916,,0.76944,6.48,0.30045,3.7229,915.2548,5.9687,,105.3615,0.6178,0.19419,,10.1475,1.5169,0.047632,1.7404,1.4664,5.6649,37.2885,59.8278,2.865,1001.1984,316.7594,389.9124,96.802,47.6077,63.0236,469.6793,10.5764,1245.9352,15.8579,138.0365,9.2236,0.032976,6.0932,59.1194,3.8567,1.0592,7.4965,16.4066,1.8723,0.41375,53.1136,0.21467,12.5937,9.2054,1.5609,1.7467,0.77729,130.89,0.46166,1.1615,2.7366,0.10259,,1.1725,2.8616,407.4847,0.16488,3.7866,7.804,1.627,0.025648,36.8089,1.554,8.8557,2.2314,0.080608,3.2361,177.4642,1.8766,34.3563,3.9095,0.64617,100.2182,0.007328,71.668,8.2915,43.519,1.3447,22.5117,105.4007,0.21251,6.9094,3.336,3.6873,25.2602,69.7989,313.2671,65.1873,45.9144,0.51148,98.9281,1518.0814,0.519,,0.010992,0.17587,0.35907,0.05496,0.17587,0.15389,0.051296,324.3736,4.2581,42.541,0.34075,0.37373,38.5252,43.2727,16.3092,0.23816,0.54227,371.602,455.6306,311.0313,10.1577,6.0176,2.3635,1.0992,55.7823,45.0849,51.3429,231.431,2.2874,3.0408,172.2668,0.11884,1.1589,0.0916,26.7397,20.2606,216.8725,34.0342,0.11358,0.007328,1.4171,303.876,101.8955,577.9706,5903.5622,5.0405,126.2225,0.080608,130.6178,60.9834,0.025648,,17.1942,1.8856,12.5087
2002,1.3411,3.7483,89.6584,0.53128,16.08,0.084272,0.40304,124.9301,3.0768,2.4366,362.4249,71.9884,28.5703,2.0335,20.1117,32.0069,1.3168,53.9441,126.8831,0.43235,2.1101,0.55693,0.494,10.415,0.090884,14.1726,3.9754,347.765,0.13923,5.2854,46.141,1.0673,0.21251,2.1544,5.3506,564.2562,0.38472,,0.11725,0.53121,54.8356,4098.1805,55.4167,0.10626,2.7203,0.043968,6.2143,21.9155,25.1792,4.8736,7.1719,123.9881,7.4502,1.7341,55.5544,0.39938,0.10259,20.8702,24.8614,128.3619,6.0356,2.7651,0.50903,15.358,4.4317,0.72914,,0.83539,65.049,407.0266,,0.80608,6.2503,0.30045,3.3465,898.8343,6.4833,,105.0003,0.5794,0.20152,,10.6935,1.5792,0.062288,1.7111,1.7777,5.9453,39.0033,58.842,2.992,1032.7503,308.2013,397.0314,97.0905,46.0814,59.3049,477.1363,10.2026,1275.4203,16.7071,156.7682,7.8191,0.040304,6.0603,60.1135,4.9172,1.1658,7.5204,16.2437,1.9053,0.43203,52.525,0.22002,12.666,9.9785,1.3887,1.2321,0.85624,132.0352,0.5899,1.2091,2.7473,0.10992,,1.2494,2.8836,410.301,0.15022,4.0517,8.1966,1.7405,0.043968,37.3095,1.5371,9.3281,1.9712,0.076944,2.5964,176.7382,2.3922,34.5192,3.9756,0.68466,89.9063,0.007328,68.6417,7.8373,42.571,1.1542,26.979,110.5662,0.21251,5.71,3.6661,3.8533,25.5917,69.4917,305.8524,69.5826,45.1746,0.65189,99.0689,1508.3298,0.51154,,0.010992,0.19419,0.35541,0.058624,0.18686,0.16122,0.05496,346.9305,4.4369,45.4864,0.34808,0.50197,40.2084,42.0337,16.5709,0.24549,0.57525,356.5012,476.0649,331.0282,10.7867,7.6336,1.5608,1.0809,56.6338,43.4671,40.7269,238.567,1.8724,3.4856,184.6655,0.26188,1.3225,0.095264,28.6825,20.38,224.3198,30.1308,0.15022,0.010992,1.4426,295.9009,85.213,560.2732,5947.8191,4.5692,132.5766,0.076944,164.2329,69.531,0.025648,,16.7072,1.9609,11.8958
2003,1.5597,4.3035,94.0779,0.53494,17.4844,0.087936,0.43235,134.421,3.4556,2.5611,370.7844,77.4119,30.4876,2.0702,20.9764,33.4959,1.3585,55.2363,128.292,0.43235,2.394,0.56059,0.49401,10.9831,0.090944,14.3581,3.8252,344.6449,0.14656,6.1396,50.4912,1.1845,0.16854,2.2534,5.7046,581.1904,0.41403,,0.11358,0.88241,55.1002,4835.252,57.0335,0.13557,3.2581,0.047632,6.551,23.2262,25.5544,4.8769,7.5608,127.5917,5.3005,2.0961,60.6454,0.42136,0.11725,21.2605,27.1126,149.954,6.396,3.1298,0.78009,17.2507,4.8702,0.7328,,0.99294,72.658,412.9891,,0.83539,6.7461,0.30045,3.7305,894.5011,6.6846,,109.0666,0.6493,0.21251,,10.4114,1.6525,0.07328,1.8686,1.6921,6.6868,42.7332,61.6112,2.9854,1068.398,339.0239,410.9667,101.4243,45.684,62.4147,495.0938,10.6671,1283.8449,17.2733,175.022,6.7162,0.040304,6.4376,62.4908,5.3755,1.221,7.726,18.529,1.9309,0.46066,55.4806,0.22935,12.6594,10.4509,1.4216,1.6994,0.91484,153.3843,0.5093,1.2458,2.9609,0.10992,,1.2861,3.0594,435.9687,0.16122,4.4043,7.9346,1.8633,0.03664,36.5701,1.8555,9.9971,2.0921,0.065952,2.8104,180.1687,2.7256,36.2196,4.3104,0.7437,100.0297,0.003664,70.1428,8.5333,43.919,1.2751,34.5634,113.1418,0.21251,5.9287,4.0534,4.0259,24.9142,69.5007,318.7327,64.482,46.6309,0.72829,103.7074,1539.0064,0.50544,,0.010992,0.19419,0.37739,0.062288,0.20152,0.16122,0.062288,351.2277,4.9275,48.6487,0.34075,0.53861,39.534,42.3592,16.2781,0.25648,0.60456,404.406,485.2128,335.5389,10.7614,8.5154,1.5387,1.0039,57.221,44.6506,55.3773,249.129,2.0717,3.6872,191.0877,0.24853,1.8047,0.11725,32.3699,21.0415,239.8486,40.5676,0.15389,0.010992,1.5127,307.2454,107.1058,571.6188,6006.4399,4.5371,130.2958,0.076944,154.3641,77.2611,0.025648,,18.6092,2.0744,10.6096
2004,1.2372,4.1767,90.8525,0.56426,17.0157,0.098928,0.45067,157.2351,3.6912,2.6161,382.0049,77.7159,32.253,2.0482,21.2036,35.9782,1.3868,58.3728,128.8117,0.39205,2.5936,0.58258,0.43615,11.0511,0.095419,15.4625,3.8948,361.434,0.15389,5.9667,49.5373,1.1075,0.19786,2.2387,5.6985,576.2864,0.42869,,0.12458,0.90619,59.2211,5210.9615,54.324,0.15022,3.5486,0.051296,6.7968,22.8527,24.5398,5.1168,7.7871,128.3137,7.3863,2.0279,55.1,0.4067,0.1429,17.2536,29.3103,151.9171,6.216,6.1374,0.63346,17.3221,5.1586,0.74746,,1.3006,68.946,414.073,,0.84272,6.3863,0.31877,4.278,876.5699,6.4506,,109.4848,0.6226,0.20518,,11.0559,1.7221,0.043968,1.9273,1.643,7.1942,41.1578,59.9849,3.1072,1134.611,342.7086,442.1194,113.0158,46.1667,58.6792,500.6872,10.5742,1279.1215,19.0033,185.4758,7.6213,0.043968,6.6165,65.8552,5.8082,1.2825,7.7312,17.2084,1.9786,0.54281,56.8538,0.22938,13.2541,11.816,1.5828,1.8044,0.90168,169.6744,0.66318,1.4143,2.8491,0.11358,,1.385,3.0888,438.5884,0.1429,4.6134,8.5011,2.0341,0.047632,42.2256,1.864,12.5655,2.2387,0.062288,2.5824,182.0904,2.5149,35.8058,4.3623,0.79538,94.9618,0.003664,71.722,8.2293,44.257,2.1911,29.2474,124.6368,0.21251,5.5046,4.6871,4.0575,28.5036,71.9987,323.6208,67.3024,47.4396,0.92031,103.2326,1545.3533,0.51576,,0.007328,0.20885,0.39938,0.058624,0.21984,0.16854,0.07328,407.7023,5.2382,52.9421,0.37739,0.52029,41,42.8566,16.7107,0.2748,0.62654,449.3216,491.3894,352.1393,11.9082,10.8661,1.5532,1.0039,56.4275,45.2311,51.6915,259.367,2.5615,4.2213,207.3307,0.497,1.7439,0.11358,32.6884,22.1442,247.843,49.3551,0.16122,0.010992,1.6075,310.6258,112.4686,573.4298,6111.5448,5.5741,129.0992,0.07328,142.8421,88.9392,0.025648,,20.1088,2.1041,9.4286
2005,1.8895,4.2614,109.5644,0.57891,15.3868,0.10992,0.47998,161.728,4.3762,2.715,385.0815,79.0955,34.1936,1.9053,24.4865,37.7167,1.4291,59.3962,125.6577,0.4177,2.4897,0.58258,0.54608,12.3369,0.094572,16.0461,4.0964,364.3706,0.16488,5.4285,50.6004,1.1038,0.15755,2.2094,5.4239,570.3961,0.44701,,0.12824,0.92937,61.1165,5881.9909,60.2565,0.1429,4.3521,0.058624,6.6596,23.2956,25.7062,5.0714,7.9517,125.7135,7.568,2.2874,51.5349,0.41403,0.15022,17.8519,30.6517,166.9339,6.2616,6.206,0.58575,17.0898,4.9561,0.72181,,1.0223,57.064,416.3429,,0.83173,6.2231,0.31877,5.0455,867.8805,6.1131,,113.8888,0.6267,0.21618,,12.0384,1.7844,0.0916,1.6158,1.7148,6.8349,43.3341,60.1421,2.9764,1195.3933,347.3613,466.7953,114.2819,48.153,56.5277,501.3655,10.4129,1286.4123,20.7904,198.4486,8.4542,0.047632,6.4353,74.6153,5.5191,1.337,7.8108,16.6502,2.0115,0.65057,55.9855,0.22896,13.8625,12.0759,1.6818,1.7412,0.84532,169.9783,0.6009,1.4583,2.6498,0.11358,,1.4337,3.2939,463.4355,0.11358,4.9375,8.5151,1.9342,0.040304,44.6608,1.7697,11.5478,2.5318,0.062288,2.9868,178.1298,2.8061,37.4012,4.2532,0.69132,101.666,0.003664,75.0101,8.5957,43.279,2.737,31.8353,129.9474,0.2235,6.742,4.9838,3.7725,30.3211,72.3339,322.5769,69.6398,47.6818,0.88167,101.3366,1563.9805,0.51391,,0.010992,0.19419,0.39205,0.062288,0.21984,0.17221,0.076944,412.2344,5.5389,50.0583,0.38106,0.43235,39.6,42.8573,16.942,0.28213,0.64853,416.2049,498.6883,367.4471,11.6697,10.5582,1.586,1.0149,53.7875,45.7761,51.1618,266.888,2.4405,5.3558,214.3251,0.32115,1.7216,0.11358,38.2049,22.5159,267.7107,47.9287,0.18686,0.010992,2.0179,313.5125,115.2733,570.3384,6126.9031,5.7371,121.6016,0.07328,148.4083,95.8421,0.025648,,21.797,2.2425,10.6985
